Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Rank,Status Whiteboard,Epic Link,Tags,Flagged,Rank (Obsolete),Epic/Theme,Sprint,Issuezilla Id
javacc,JAVACC-132,Provide PDF format of all JavaCC documentation.,Improvement,Open,Major,Unresolved,sreeni,colbertphilippe,colbertphilippe,14/Jun/06 7:51 AM,,16/Oct/07 4:16 PM,,4.0,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","One of the difficulties in learning/teaching JavaCC is a lack of printed 
 material or an eletronic format that can be printed. I would suggest that you 
 provide the Adobe PDF format for all documentation. The PDF format can be 
 printed and provide printed material.",,,,,,,,0|i06duv:,,,,,37238,,,132
javacc,JAVACC-131,facing problem using lexical states in javacc,Bug,Closed,Major,Incomplete,sreeni,arshika,arshika,12/Jun/06 6:05 AM,,14/Jun/09 9:36 AM,14/Jun/09 9:36 AM,4.0,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hello,
 
 I m facing a problem in parsing a file through javacc.
 In the following example, a token INT is defined, and another token ANYCHAR is 
 also defined which is more generalised than INT, but if anything matches with 
 INT in place of ANYCHAR,then it is taken as INT only, and error is given.
 
 TOKEN:{
 | < INT : ( <DIGIT> )+ >
 | < #DIGIT : [""0"" - ""9""] >
 | < ANYCHAR:([""A""-""Z"",""a""-""z"",""0""-""9"",""=""]+>
 }
 
 Now , for example, if 15 is encountered where ANYCHAR is expected, it gives an 
 error.Can Lexical states help in this?But there is no specific token for 
 defining a lexical state in this context.
 
 Kindly, give some possible solution as soon as possible..",,,,,,,,0|i0atnb:,,,,,63124,,,131
javacc,JAVACC-130,Incorrect parser generated for JDK 1.2 and 1.3,Bug,Closed,Major,Fixed,sreeni,iceman_k,iceman_k,31/May/06 9:31 PM,,02/Sep/08 1:29 AM,02/Sep/08 1:29 AM,4.0,4.1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","According to the documentation, JDK 1.2 and above are supported.
 However, the generated parser contains the new RuntimeException(Exception e) 
 constructor, which is not valid for JDK 1.2 and 1.3.",,,,,,,,0|i0d23r:,,,,,76158,,,130
javacc,JAVACC-129,OUTPUT_FILE seems to be ignored when specified in *.jjt file,Bug,Closed,Major,Fixed,sreeni,zaskar,zaskar,23/May/06 8:16 AM,,02/Sep/08 1:28 AM,02/Sep/08 1:28 AM,4.0,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","The option OUTPUT_FILE seems to be ignored by JJTree when it is specified in 
 the *.jjt file instead of the command line.",,,,,,,,0|i0ac33:,,,,,60279,,,129
javacc,JAVACC-128,JJTREE_OUTPUT_DIRECTORY is copied to *.jj file,Bug,Closed,Trivial,Fixed,sreeni,zaskar,zaskar,23/May/06 8:14 AM,,02/Sep/08 1:28 AM,02/Sep/08 1:28 AM,4.0,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","When the JJTREE_OUTPUT_DIRECTORY option is set in a *.jjt file, it is copied to 
 the generated *.jj file. This causes JavaCC to display a warning.",,,,,,,,0|i0dtqf:,,,,,80634,,,128
javacc,JAVACC-127,Bugfix patch for Parser debugInfo indent,Bug,Open,Major,Unresolved,sreeni,guf,guf,17/May/06 5:14 AM,,16/Jan/08 2:41 PM,,4.0,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hi
 I have found a bug with the parser debug output where the indent is not reset
 correctly when a lookahead bails out and normal calling continues.
 
 I have searched here and not found a fix for it, (but I did find a speed-up
 patch by doogie, which I incorporated into my patch also), so I am posting this.
 
 It does 3 things:
 - incorporates doogie's change to use StringBuffers rather than println("" "") loops.
 - fixes the indent when it detects a lookahead bailout
 - notices when a ParserException is being thrown and changes ""Return:"" to
 ""Bailout:""
 
 That last one is a bit of a hack - rather than catch and re-throw the exception
 as a mechanism to notice it, I simply set a static flag on ParserException when
 it's constructors are called, and in the Parser debug method trace_return() I
 check that flag, and if it's true, I assume the call to this method is in a
 finally clause being run because the newly created exception is being thrown up
 the stack.
 I leave it to the Parser writer to reset this flag if they handle the exception
 so that parsing continues.
 
 --8<------------------------------------------------------------------
 
 --- ParseGen.java	2005-12-22 17:19:54.000000000 +0800
 +++ ParseGen_.java	2006-05-17 19:49:34.736006500 +0800
 @@ -582,7 +582,8 @@
 ostr.println("""");
 
 if (Options.getDebugParser()) {
 - ostr.println("" "" + staticOpt() + ""private int trace_indent = 0;"");
 + ostr.println("" "" + staticOpt() + ""private StringBuffer trace_indent =
 new StringBuffer();"");
 + ostr.println("" "" + staticOpt() + ""private int trace_lookahead_indent =
 0;"");
 ostr.println("" "" + staticOpt() + ""private boolean trace_enabled = true;"");
 ostr.println("""");
 ostr.println("" "" + staticOpt() + ""final public void enable_tracing() {"");
 @@ -594,24 +595,33 @@
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" "" + staticOpt() + ""final private void trace_call(String
 s) {"");
 + ostr.println("" if (s.indexOf(\""LOOKING AHEAD\"") > -1) {"");
 + ostr.println("" trace_lookahead_indent += 2;"");
 + ostr.println("" } else {"");
 + ostr.println("" trace_indent.setLength(trace_indent.length() -
 trace_lookahead_indent);"");
 + ostr.println("" trace_lookahead_indent = 0;"");
 + ostr.println("" }"");
 ostr.println("" if (trace_enabled) {"");
 - ostr.println("" for (int i = 0; i < trace_indent; i++) {
 System.out.print(\"" \""); }"");
 + ostr.println("" System.out.print(trace_indent);"");
 ostr.println("" System.out.println(\""Call: \"" + s);"");
 ostr.println("" }"");
 - ostr.println("" trace_indent = trace_indent + 2;"");
 + ostr.println("" trace_indent.append(\"" \"");"");
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" "" + staticOpt() + ""final private void
 trace_return(String s) {"");
 - ostr.println("" trace_indent = trace_indent - 2;"");
 + ostr.println("" trace_indent.setLength(trace_indent.length() - 2);"");
 + ostr.println("" if (s.indexOf(\""LOOKAHEAD \"") > -1) {"");
 + ostr.println("" trace_lookahead_indent -= 2;"");
 + ostr.println("" }"");
 ostr.println("" if (trace_enabled) {"");
 ostr.println("" for (int i = 0; i < trace_indent; i++) {
 System.out.print(\"" \""); }"");
 - ostr.println("" System.out.println(\""Return: \"" + s);"");
 + ostr.println("" 
 System.out.println((ParseException.wasError?\""Bailout: \"":\""Return: \"") + s);"");
 ostr.println("" }"");
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" "" + staticOpt() + ""final private void trace_token(Token
 t, String where) {"");
 ostr.println("" if (trace_enabled) {"");
 - ostr.println("" for (int i = 0; i < trace_indent; i++) {
 System.out.print(\"" \""); }"");
 + ostr.println("" System.out.print(trace_indent);"");
 ostr.println("" System.out.print(\""Consumed token: <\"" +
 tokenImage[t.kind]);"");
 ostr.println("" if (t.kind != 0 &&
 !tokenImage[t.kind].equals(\""\\\""\"" + t.image + \""\\\""\"")) {"");
 ostr.println("" System.out.print(\"": \\\""\"" + t.image + \""\\\""\"");"");
 @@ -622,7 +632,7 @@
 ostr.println("""");
 ostr.println("" "" + staticOpt() + ""final private void trace_scan(Token
 t1, int t2) {"");
 ostr.println("" if (trace_enabled) {"");
 - ostr.println("" for (int i = 0; i < trace_indent; i++) {
 System.out.print(\"" \""); }"");
 + ostr.println("" System.out.print(trace_indent);"");
 ostr.println("" System.out.print(\""Visited token: <\"" +
 tokenImage[t1.kind]);"");
 ostr.println("" if (t1.kind != 0 &&
 !tokenImage[t1.kind].equals(\""\\\""\"" + t1.image + \""\\\""\"")) {"");
 ostr.println("" System.out.print(\"": \\\""\"" + t1.image +
 \""\\\""\"");"");
 
 --8<------------------------------------------------------------------
 
 --- JavaFiles.java	2005-05-26 14:42:00.000000000 +0800
 +++ JavaFiles_.java	2006-05-17 19:29:09.043155100 +0800
 @@ -1714,6 +1714,13 @@
 ostr.println("" * mechanisms so long as you retain the public fields."");
 ostr.println("" */"");
 ostr.println(""public class ParseException extends Exception {"");
 + ostr.println("" /**"");
 + ostr.println("" * This static field is set when a ParseException is
 created,"");
 + ostr.println("" * and the Parser debugging code checks it to see if it
 should be printing \""Return\"" or \""BailOut\""."");
 + ostr.println("" * If an exception gets dealt with and the parser continues"");
 + ostr.println("" * it is the Parser's responsibility to clear this flag."");
 + ostr.println("" */"");
 + ostr.println("" public static boolean wasError = false;"");
 ostr.println("""");
 ostr.println("" /**"");
 ostr.println("" * This constructor is used by the method
 \""generateParseException\"""");
 @@ -1737,6 +1744,7 @@
 ostr.println("" currentToken = currentTokenVal;"");
 ostr.println("" expectedTokenSequences = expectedTokenSequencesVal;"");
 ostr.println("" tokenImage = tokenImageVal;"");
 + ostr.println("" ParseException.wasError = true;"");
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" /**"");
 @@ -1752,11 +1760,13 @@
 ostr.println("" public ParseException() {"");
 ostr.println("" super();"");
 ostr.println("" specialConstructor = false;"");
 + ostr.println("" ParseException.wasError = true;"");
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" public ParseException(String message) {"");
 ostr.println("" super(message);"");
 ostr.println("" specialConstructor = false;"");
 + ostr.println("" ParseException.wasError = true;"");
 ostr.println("" }"");
 ostr.println("""");
 ostr.println("" /**"");
 
 --8<------------------------------------------------------------------",,,,,,,,0|i0fzj3:,,,,,93237,,,127
javacc,JAVACC-126,"Use of keyword ""options"" as a variable is invalid",Bug,Closed,Critical,Fixed,sreeni,dleedei,dleedei,03/May/06 6:57 AM,,02/Sep/08 1:27 AM,02/Sep/08 1:27 AM,4.0,4.1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","I have a javaCC project which was working with an older version of the 
 eclipse_javacc plugin. Now using Java CC 4.0 parser generator I get this error:
 
 
 >javacc XQueryParser.jj 
 Java Compiler Compiler Version 4.0 (Parser Generator)
 (type ""javacc"" with no arguments for help)
 Reading from file XQueryParser.jj . . .
 org.javacc.parser.ParseException: Encountered ""options"" at line 142, column 25.
 Was expecting one of:
 <IDENTIFIER> ...
 ""("" ...
 ""<"" ...
 ""."" ...
 ""["" ...
 
 Detected 1 errors and 0 warnings.
 
 
 
 
 The ""bad code"" in question is a simple variable called ""options""
 	private HashMap options = new HashMap();
 
 Chaning the name to something else works
 	private HashMap xoptions = new HashMap();",,,,,,,,0|i04dbr:,,,,,25488,,,126
javacc,JAVACC-125,Constants in a class instead of an interface,Improvement,Closed,Major,Incomplete,sreeni,siyer,siyer,24/Apr/06 8:51 AM,,14/Jun/09 9:35 AM,14/Jun/09 9:35 AM,4.0,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hi,
 
 Since static import is available in Java 1.5, it would be nice if JavaCC could,
 based on a compile-time option, write out the lexical constants to a class file
 rather than an interface. Then, one could use the ""static import"" construct to
 import the constants and avoind ""implementing"" the interface, which is a hack.
 
 Thanks.
 
 Swami",,,,,,,,0|i09n7b:,,,,,56248,,,125
javacc,JAVACC-124,Deprecation warnings in JavaCharStream,Bug,Closed,Major,Fixed,sreeni,dlsmith,dlsmith,19/Apr/06 1:29 PM,,02/Sep/08 1:26 AM,02/Sep/08 1:26 AM,4.0,4.1,general,,0,0,,,,,,,,"Operating System: All
 Platform: Macintosh","Compiling the generated JavaCharStream file under Java 5.0 (with deprecation warnings enabled) 
 generates the following warnings:
 
 [javac] <clipped>/JavaCharStream.java:348: warning: [dep-ann] deprecated name isnt annotated 
 with @Deprecated
 [javac] public int getColumn() {
 [javac] ^
 [javac] <clipped>/JavaCharStream.java:357: warning: [dep-ann] deprecated name isnt annotated 
 with @Deprecated
 [javac] public int getLine() {
 
 When JVM_VERSION is set to 1.5 or later, these warnings should be eliminated by adding a 
 ""@Deprecated"" annotation to each method.",,,,,,,,0|i0aqcv:,,,,,62591,,,124
javacc,JAVACC-123,jjtClose() exception,Bug,Closed,Major,Duplicate,sreeni,homme26,homme26,12/Apr/06 10:52 PM,,02/Sep/08 5:38 AM,02/Sep/08 5:38 AM,4.0,not determined,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","The following exception always occur when an exception is thrown
 from Node.jjtClose()
 
 Caused by: java.util.EmptyStackException
 	at java.util.Stack.peek(Stack.java:79)
 	at java.util.Stack.pop(Stack.java:61)
 	at
 javacc.parser.JJTJava1_5ParserState.closeNodeScope(JJTJava1_5ParserState.java:109)
 	at javacc.parser.Java1_5Parser.getRootNode(Java1_5Parser.java:138)
 	at ast.Parser.parseSN(Parser.java:32)
 	... 24 more
 
 (JJTJava1_5Parse) is a parser generated with javacc
 
 This exception bring no usefull information , the exception that
 comes from jjtClose() is discarded although its the primary error source.
 
 Please retrow it as a nested exception.
 
 Beforehand , this EmptyStackException exception my reveal JJtree bug?",,,,,,,,0|i06qen:,,,,,39271,,,123
javacc,JAVACC-122,Seeming contradiction,Bug,Open,Major,Unresolved,sreeni,tballard,tballard,01/Apr/06 8:34 PM,,23/Oct/06 6:01 PM,,current,milestone 1,general,,1,0,,,,,,,,"Operating System: All
 Platform: Other","Exception in thread ""main"" com.amis.bolt.ParseException: Encountered ""("" at line
 26, column 15.
 Was expecting one of:
 <DOUBLE_QUOTE_STR> ...
 <FLOAT> ...
 <INT> ...
 <SINGLE_QUOTE_STR> ...
 ""("" ...
 
 Encountered ""("" when expecting ""(""! This is either a bug or a seriously
 confusing error message. The only unusual thing I'm doing is using 4 lexical
 states. I might be able concoct a simple example if this is a real issue.",,,,,,,,0|i06vtb:,,,,,40147,,,122
javacc,JAVACC-121,jjtThis.token = <IDENTIFIER> is not translated properly,Bug,Closed,Critical,Fixed,sreeni,sreeni,sreeni,30/Mar/06 6:06 PM,,02/Sep/08 1:24 AM,02/Sep/08 1:24 AM,4.0,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","Identifier():
 {}
 {
 jjtThis.token=<IDENITFIER>
 }
 
 translates to:
 
 void Identifier() : {/*@bgen(jjtree) Identifier */
 ASTIdentifier jjtn000 = new ASTIdentifier(JJTIDENTIFIER);
 boolean jjtc000 = true;
 jjtree.openNodeScope(jjtn000);
 /*@egen*/}^M
 {/*@bgen(jjtree) Identifier */
 try {
 /*@egen*/ <IDENTIFIER>/*@bgen(jjtree)*/
 } finally {
 if (jjtc000) {
 jjtree.closeNodeScope(jjtn000, true);
 }
 }
 /*@egen*/^M
 }^M
 
 
 Pretty bad. Should fix asap.",,,,,,,,0|i0dqgv:,,,,,80105,,,121
javacc,JAVACC-120,Ident Example Question,Bug,Closed,Major,Cannot Reproduce,tcopeland,deepsage,deepsage,25/Mar/06 7:39 AM,,02/Sep/08 5:40 AM,02/Sep/08 5:40 AM,4.0,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","These two lines appear to do the same thing, I don't think they should.
 
 < Id: [""a""-""z"",""A""-""Z""] ( [""a""-""z"",""A""-""Z"",""0""-""9""] )* >
 
 < Id: [""a""-""z"",""A""-""Z""] ( [""0""-""9""] )* >
 
 I am very new to JavaCC and I'm really looking for documentation or something 
 to explain the above.",,,,,,,,0|i0fm0v:,,,,,91049,,,120
javacc,JAVACC-119,JJTree Node classes do not import the parser package,Bug,Closed,Major,Duplicate,sreeni,npiguet,npiguet,15/Mar/06 2:58 AM,,02/Sep/08 5:30 AM,02/Sep/08 5:30 AM,4.0,4.1,jjtree,,0,0,,,,,,,,"Operating System: All
 Platform: All","JJTree generated node classes do not import the parser package.
 
 If the option NODE_PACKAGE = ""some.package.nodes"" is set, and that parser is
 defined with a package name such as
 
 PARSER_BEGIN( Parser )
 package some.package;
 ...
 PARSER_END( Parser)
 
 The nodes generated by JJTree do not import some.package, but the constructor of
 the nodes need a Parser instance. So obviously the generated code doesn't compile
 
 There are two possible solutions to this:
 1 - Let the generated node classes import the parser package
 2 - remove the NODE_PACKAGE options altogether, and use the package
 declaration of the parser (thus forcing the nodes and the parser to be in the
 same package)
 
 In the current state, the NODE_PACKAGE option doesn't make much sense, either it
 should allow you to use a separate package for the Nodes and the parser, or it
 should use the package declaration of the Parser (just as JavaCC does).",,,,,,,,0|i0d3lb:,,,,,76399,,,119
javacc,JAVACC-118,generateParseException() bug,Bug,Open,Major,Unresolved,paulcager,siyer,siyer,06/Mar/06 6:13 AM,,22/Sep/08 3:57 PM,,4.0,milestone 1,parser generator,,1,0,,,,,,,,"Operating System: All
 Platform: All","In one of our projects involving JavaCC, we implemented the deep error recovery
 scheme suggested in the JavaCC manual. We noticed that ParseException object
 that is thrown in case of a parsing error is not the same as that instantiated
 within the error_skipto() method using the generateParseException() method. The
 former contains the token that is to be consumed, but the latter does not -- it
 just contains the expected tokens. Our workaround was to pass the exception
 object as an argument to error_skipto() method.
 
 Swami",,,,,,,,0|i039pr:,,,,,19071,,,118
javacc,JAVACC-117,Annotations with empty curly braces cause the Java grammar to fail,Bug,Closed,Major,Fixed,sreeni,dgreen,dgreen,21/Feb/06 12:56 PM,,02/Sep/08 1:22 AM,02/Sep/08 1:22 AM,4.0,4.1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","For example, the following annotation causes the Java grammar to fail:
 
 @ManyToOne(cascade = {}, optional = false)
 
 The exception that I see is as follows:
 
 test.javacc.java5.ParseException: Parse error at line 205, column 31. 
 Encountered: }
 	at test.javacc.java5.JavaParser.generateParseException(JavaParser.java:8709)
 	at test.javacc.java5.JavaParser.jj_consume_token(JavaParser.java:8661)
 	at test.javacc.java5.JavaParser.MemberValue(JavaParser.java:5153)
 	at test.javacc.java5.JavaParser.MemberValueArrayInitializer(JavaParser.java:5176)
 	at test.javacc.java5.JavaParser.MemberValue(JavaParser.java:5119)
 	at test.javacc.java5.JavaParser.MemberValuePair(JavaParser.java:5103)
 	at test.javacc.java5.JavaParser.MemberValuePairs(JavaParser.java:5070)
 	at test.javacc.java5.JavaParser.NormalAnnotation(JavaParser.java:5019)
 	at test.javacc.java5.JavaParser.Annotation(JavaParser.java:4982)
 	at test.javacc.java5.JavaParser.Modifiers(JavaParser.java:379)
 	at
 test.javacc.java5.JavaParser.ClassOrInterfaceBodyDeclaration(JavaParser.java:979)
 	at test.javacc.java5.JavaParser.ClassOrInterfaceBody(JavaParser.java:920)
 	at test.javacc.java5.JavaParser.ClassOrInterfaceDeclaration(JavaParser.java:516)
 	at test.javacc.java5.JavaParser.TypeDeclaration(JavaParser.java:431)
 	at test.javacc.java5.JavaParser.CompilationUnit(JavaParser.java:183)",,,,,,,,0|i0cilj:,,,,,72998,,,117
